Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Swiggy Instamart,1.9,Third however red if eye interesting per.,47,Delhi,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,1.5,Reason tax nearly top card wall their.,18,Hyderabad,Electronics,Positive,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,1.3,Something expert character senior book treatment significant security wide memory heavy response travel.,51,Lucknow,Food,Neutral,Low,No,In Stock,3,Correct
Blinkit,2.2,War you television per accept ground traditional paper year fast two talk language.,42,Pune,Electronics,Positive,Medium,Yes,In Stock,3,Correct
JioMart,4.6,Expert more from finish inside game.,55,Jaipur,Pharmacy,Positive,High,Yes,In Stock,4,Incorrect
JioMart,1.9,Sure article himself follow risk order effect simply.,20,Pune,Essentials,Positive,Low,Yes,In Stock,2,Correct
JioMart,4.7,Defense who magazine million single leader woman.,60,Mumbai,Essentials,Negative,Medium,Yes,In Stock,5,Correct
Zepto,2.4,Spend stage figure success sell energy.,60,Lucknow,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
JioMart,1.4,Court off mother worker produce style will challenge either safe tell commercial.,21,Lucknow,Grocery,Positive,Low,Yes,Out of Stock,2,Incorrect
Blinkit,4.2,Church now run team product source late need really job soldier him government.,60,Lucknow,Pharmacy,Positive,High,Yes,In Stock,1,Incorrect
Zepto,1.6,Evidence movie war college economic beyond east training lawyer movie TV.,12,Bangalore,Essentials,Neutral,High,No,In Stock,1,Correct
Swiggy Instamart,2.8,Imagine morning her adult religious project effect instead activity health.,29,Jaipur,Electronics,Positive,Medium,No,In Stock,5,Correct
Swiggy Instamart,2.0,Story argue measure fight sing there.,22,Jaipur,Essentials,Positive,High,No,In Stock,1,Incorrect
JioMart,1.3,Spring work hold choose research off administration people check either four seem probably.,20,Pune,Essentials,Positive,High,Yes,Out of Stock,3,Correct
JioMart,2.9,Idea wall hundred himself try fly energy face middle maybe risk open.,32,Mumbai,Pharmacy,Positive,High,No,In Stock,2,Correct
Zepto,4.7,And note east type particularly include.,10,Kolkata,Electronics,Positive,Low,No,In Stock,5,Incorrect
Swiggy Instamart,4.0,Usually her then fish support stay when morning church tonight candidate describe national.,27,Pune,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
Zepto,1.1,Up expect animal people find speak.,32,Jaipur,Pharmacy,Neutral,High,No,In Stock,4,Correct
JioMart,3.2,Information bed anyone eat girl at.,44,Pune,Electronics,Neutral,Medium,No,In Stock,5,Correct
Zepto,4.3,Article likely window company system positive pull stuff state.,44,Kolkata,Food,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,3.5,Since idea its president high tell summer base example bit magazine order trial.,59,Bangalore,Pharmacy,Neutral,High,Yes,In Stock,2,Correct
Zepto,1.9,Already start door black over hour land.,28,Kolkata,Grocery,Negative,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,3.6,Sign rise analysis fast president difficult article adult know say defense best total.,54,Lucknow,Electronics,Neutral,Low,No,In Stock,4,Correct
Zepto,3.3,Board ground management reveal nothing by away traditional.,20,Pune,Pharmacy,Positive,High,No,In Stock,4,Correct
JioMart,2.3,Lawyer I dinner leg small yet near.,47,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
JioMart,2.7,Sure interest baby opportunity number common study put of.,53,Lucknow,Electronics,Neutral,High,No,Out of Stock,5,Correct
Zepto,4.9,Yet now civil never who growth.,35,Pune,Electronics,Neutral,Low,Yes,In Stock,1,Incorrect
JioMart,1.1,When thus he whatever responsibility job site least structure popular.,40,Mumbai,Essentials,Neutral,Medium,Yes,Out of Stock,2,Correct
Swiggy Instamart,3.8,Rich popular worry big among always stuff first loss heart.,16,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,3.2,Main task everybody institution case film hand wide good wall lot wear.,52,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,5,Correct
Swiggy Instamart,4.9,Buy agree daughter bad happen first hair shoulder.,58,Bangalore,Pharmacy,Positive,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.1,Much summer quality support remember develop then.,56,Pune,Electronics,Neutral,High,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,5.0,Sort wonder head name learn or choice begin soldier.,13,Delhi,Grocery,Neutral,Medium,No,Out of Stock,4,Correct
JioMart,1.0,Individual team law at protect north likely would.,39,Delhi,Electronics,Neutral,High,Yes,In Stock,2,Incorrect
Blinkit,4.3,Season candidate best everything probably there rate work prove film them tree.,25,Pune,Grocery,Neutral,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,4.3,Human hot among not serve very customer.,36,Delhi,Food,Negative,High,No,Out of Stock,4,Incorrect
Blinkit,2.8,Ago alone memory administration study own whose.,24,Jaipur,Pharmacy,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,4.9,During fire teach break challenge court.,13,Ahmedabad,Grocery,Negative,Low,No,In Stock,5,Correct
Blinkit,3.4,Play practice style member again cover help wind dog quite.,60,Delhi,Electronics,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,2.9,Some others kind open behind finish.,45,Lucknow,Electronics,Positive,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.6,Both wonder change issue same save.,29,Pune,Electronics,Negative,High,Yes,Out of Stock,3,Correct
JioMart,2.6,Star ever off speak officer because south mean chance action other herself knowledge.,17,Chennai,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,3.8,Task order popular along computer that color.,37,Lucknow,Food,Neutral,Medium,No,In Stock,5,Incorrect
Swiggy Instamart,3.3,Save energy run catch purpose effect threat young method name fall sport.,22,Ahmedabad,Electronics,Neutral,Medium,No,Out of Stock,5,Correct
JioMart,1.1,Again across practice rise arrive various where.,23,Kolkata,Grocery,Positive,Medium,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,2.1,Too word financial about method those goal like support cultural.,35,Mumbai,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.7,Too reality yes see whatever law recognize thought we.,47,Hyderabad,Essentials,Neutral,Low,Yes,In Stock,2,Correct
Blinkit,1.1,Financial determine wait over old cup.,24,Mumbai,Food,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,1.8,Resource gun I your language career agency.,36,Chennai,Pharmacy,Neutral,High,Yes,In Stock,5,Correct
Blinkit,1.5,Age left old address form involve small.,12,Jaipur,Food,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,2.2,On process win machine across study other throughout leave partner event drop appear.,19,Bangalore,Pharmacy,Negative,Low,No,In Stock,4,Correct
Zepto,1.6,Play detail oil in painting tax tree last heart.,46,Jaipur,Food,Negative,High,No,In Stock,3,Correct
JioMart,1.6,Country station watch likely art maintain model never stuff it.,35,Mumbai,Pharmacy,Positive,Low,No,Out of Stock,5,Incorrect
JioMart,2.1,Say whether happy begin skin ability event since forward board onto thought.,11,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,5,Correct
Blinkit,1.1,Vote pattern expect whom expect allow suddenly left knowledge.,48,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.2,Thing call finish drive that cover test light color civil deal ever anything decade.,14,Lucknow,Electronics,Neutral,Low,No,In Stock,2,Incorrect
Blinkit,1.9,Tough power pressure hold dinner magazine detail kitchen executive.,50,Chennai,Electronics,Neutral,High,No,In Stock,5,Incorrect
JioMart,4.8,Community stuff too hit join seven.,45,Jaipur,Electronics,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,1.6,Its research leg reality season ask how.,50,Pune,Electronics,Positive,Medium,No,In Stock,5,Incorrect
Zepto,3.4,Ten response TV think son sense sound too where try add.,60,Chennai,Electronics,Negative,High,No,Out of Stock,4,Correct
JioMart,2.1,Skill town who traditional around care hear different most build woman moment.,16,Delhi,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
Zepto,1.7,Hour certainly history town impact matter word third tend time.,54,Ahmedabad,Pharmacy,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.4,Certain month without continue plant know special guy degree perhaps effect seek.,40,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,2.3,Audience cold while example trip chair law behind assume least nearly middle until.,17,Chennai,Grocery,Positive,High,No,In Stock,3,Correct
JioMart,2.2,Big modern paper customer could rock growth grow finally letter inside word cell.,47,Delhi,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
JioMart,2.7,Consider system far also hope agency nature land oil energy beat organization offer dark.,26,Bangalore,Grocery,Neutral,High,No,In Stock,5,Incorrect
Zepto,4.5,Yeah Congress military onto agency yes trip late pass question way find.,59,Ahmedabad,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,2.0,Life tax from artist strategy give reveal adult.,22,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
JioMart,1.1,Section stay leg boy natural big.,11,Mumbai,Pharmacy,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.7,Rich give smile letter health produce responsibility toward consider.,52,Mumbai,Grocery,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,1.5,Similar true strong actually article our event customer help.,48,Hyderabad,Electronics,Negative,Medium,Yes,Out of Stock,4,Correct
JioMart,3.6,Cup might know important single rich.,55,Hyderabad,Food,Positive,Medium,No,Out of Stock,2,Incorrect
Zepto,1.1,Example poor health least particularly president after question see apply in past what.,12,Lucknow,Grocery,Neutral,High,Yes,Out of Stock,3,Incorrect
Zepto,4.9,Until should feeling southern wall growth five.,32,Pune,Essentials,Positive,High,Yes,Out of Stock,5,Incorrect
JioMart,4.4,Relate state impact message type great.,19,Chennai,Electronics,Neutral,High,No,Out of Stock,3,Incorrect
Blinkit,1.0,Tax member fund audience late our see hard miss look decade.,39,Delhi,Electronics,Negative,Low,No,Out of Stock,2,Correct
Blinkit,2.3,Piece author life admit surface memory five staff matter five bring matter.,56,Chennai,Grocery,Positive,Low,Yes,Out of Stock,3,Correct
Blinkit,2.2,Data outside peace any glass enter.,25,Hyderabad,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
JioMart,2.4,Prove room street risk own against voice produce choice education.,54,Hyderabad,Food,Negative,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,4.1,Watch its into resource assume dark.,24,Kolkata,Food,Neutral,High,No,In Stock,2,Incorrect
Blinkit,1.2,Until seven chance forward seven turn alone.,54,Mumbai,Food,Positive,Medium,Yes,Out of Stock,5,Incorrect
Blinkit,2.7,Event actually wrong part culture interest couple court.,38,Pune,Grocery,Negative,Low,Yes,In Stock,5,Correct
JioMart,1.1,Forget management why indeed learn body sign whose light idea fight this skill.,20,Pune,Electronics,Positive,High,No,In Stock,2,Incorrect
JioMart,4.7,Business different fact task special effort exist politics information clear firm.,45,Hyderabad,Pharmacy,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.1,Break program state rich law statement move wind first dinner but.,22,Lucknow,Pharmacy,Neutral,Low,No,In Stock,5,Incorrect
Swiggy Instamart,3.9,Main tend catch throw home lose population professor meet.,42,Bangalore,Grocery,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.5,They oil language hair heart occur tend food.,56,Ahmedabad,Food,Positive,Low,No,Out of Stock,1,Incorrect
Blinkit,1.0,Whatever research wide product produce eye development book prove high end.,11,Lucknow,Food,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,4.8,Too weight age approach prevent pretty dream this property customer single top.,14,Hyderabad,Food,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,2.9,Say interview happen term ask bad they cut action stage safe be ten.,30,Mumbai,Pharmacy,Negative,High,No,In Stock,3,Incorrect
Zepto,3.1,Like class debate economic nature town such career floor father president activity hot.,55,Chennai,Grocery,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,3.5,Green necessary civil ball answer attack.,60,Kolkata,Food,Negative,Medium,No,In Stock,3,Correct
JioMart,3.2,Late right staff recently situation federal.,20,Hyderabad,Electronics,Negative,Medium,Yes,Out of Stock,3,Correct
JioMart,1.1,Girl of project issue crime rest drug phone financial nothing.,39,Ahmedabad,Grocery,Positive,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,2.0,Wear listen write fund right civil admit four reduce hope poor question.,36,Lucknow,Electronics,Neutral,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.8,Mean reality in spring magazine yet.,19,Kolkata,Pharmacy,Neutral,Low,Yes,In Stock,5,Incorrect
Blinkit,3.5,Sign under thus study expert plant.,45,Pune,Pharmacy,Negative,Medium,No,In Stock,2,Correct
Zepto,1.5,Prove themselves when kid she thank him beat perform bit human score.,31,Pune,Food,Negative,Low,Yes,In Stock,3,Incorrect
JioMart,4.0,Market defense television design story state deep improve budget our opportunity he.,55,Ahmedabad,Food,Positive,Low,No,In Stock,3,Correct
JioMart,4.7,Action community least strong fly school discussion on indeed hit certainly more.,11,Lucknow,Pharmacy,Negative,Medium,No,In Stock,2,Correct
JioMart,1.8,Region factor health follow hotel day.,33,Kolkata,Grocery,Negative,High,Yes,In Stock,1,Incorrect
Zepto,3.0,Think allow either environment direction argue treatment energy beat which shake.,15,Lucknow,Electronics,Neutral,Low,Yes,In Stock,2,Correct
Blinkit,1.1,Certain every figure take through resource.,49,Chennai,Food,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,5.0,Feeling food natural pretty entire dream fire account.,15,Kolkata,Food,Positive,Medium,Yes,In Stock,2,Correct
Blinkit,3.3,Lose again energy bar value result main shake room remember.,13,Hyderabad,Grocery,Positive,High,Yes,In Stock,3,Incorrect
JioMart,1.9,Notice ten exactly car account sit year term suddenly school model make.,50,Mumbai,Pharmacy,Neutral,Low,No,In Stock,3,Incorrect
JioMart,4.1,Outside cup happen maybe computer building indicate discover garden have value particular.,47,Chennai,Food,Negative,High,No,Out of Stock,2,Correct
Blinkit,2.5,You he age option scene final pattern model today ok way despite career.,10,Lucknow,Pharmacy,Neutral,Low,No,In Stock,1,Incorrect
Zepto,2.7,Look after win camera local thus visit bar speech ability keep where woman.,18,Ahmedabad,Electronics,Neutral,High,Yes,Out of Stock,2,Correct
JioMart,2.8,Paper recent get two ever cover college blue whole most quite.,52,Hyderabad,Pharmacy,Positive,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.3,Upon pick choice social Congress care blood half interview available care environment.,31,Kolkata,Essentials,Negative,Medium,Yes,Out of Stock,5,Correct
Blinkit,2.9,Address national pass receive upon civil account last really.,44,Delhi,Electronics,Negative,Low,Yes,In Stock,5,Correct
JioMart,1.6,Will agency wrong practice customer example security Mr study public nor provide house.,60,Mumbai,Food,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,1.9,Republican believe game all chair writer cut daughter imagine owner speak.,47,Pune,Food,Positive,Low,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.1,Sing late open yourself require fine serve weight face traditional.,53,Delhi,Food,Negative,Medium,No,In Stock,2,Correct
Zepto,3.5,Call look over eye pretty service memory popular radio card study character Democrat.,58,Bangalore,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.4,Mind industry approach rock reach many ever feel investment human company tell.,40,Lucknow,Electronics,Positive,Low,No,In Stock,3,Correct
Zepto,4.2,Discuss can beautiful hospital him owner politics quickly officer.,38,Mumbai,Essentials,Negative,Low,No,In Stock,1,Correct
Blinkit,2.9,Which moment this agent tax she simply only specific foreign five threat.,60,Bangalore,Pharmacy,Positive,Medium,Yes,In Stock,4,Incorrect
